condition,arm,model,clip_idx,command,category,transcript,success,correct_function,correct_params,expected_function,actual_function,expected_params,actual_params,latency_ms,wer_raw,wer_norm,error
main_en,pipeline,LFM2 700M,5,Prepare for office meeting,contextual,Prepare for office meeting.,0,0,0,setDoNotDisturb,,"{""durationMinutes"":60}",{},19955,0.0,0.0,"No tool calls generated; raw: ""I understand you want to prepare for an office meeting. Here's how I can help, using the tools I have:

*   **Do Not Disturb:** I can enable Do Not Disturb mode for a specified duration to minimize interruptions.
*   **Flashlight:** I can turn on the flashlight to ensure good visibility.
*   **Volum…"""
main_en,pipeline,LFM2 700M,6,Make it loud for music,contextual,Make it loud for music.,0,0,0,setVolume,,"{""volumePercent"":90}",{},19827,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly make something loud for music. However, I can adjust the volume of your device using the `setVolume` tool. Would you like me to increase the volume to a higher level? I can also control the flashlight with `toggleFlashlight` or set the screen brightness wit…"""
main_en,pipeline,LFM2 700M,7,Enable silence for 2 hours,temporal,Enable silence for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",14674,0.2,0.0,
main_en,pipeline,LFM2 700M,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":15}",14874,0.16666666666666666,0.16666666666666666,
main_en,pipeline,LFM2 700M,9,Torch on please,direct,Torch on please.,0,0,0,toggleFlashlight,,"{""enable"":true}",{},17797,0.0,0.0,"No tool calls generated; raw: ""I understand you'd like to turn on the torch. Unfortunately, I don't have a specific tool to directly control a torch. However, I can help with other device controls. For example, I can set the volume, adjust the screen brightness, or manage Wi-Fi connectivity. Would you like me to try one of those?"""
main_en,pipeline,LFM2 700M,10,Brightness suitable for dark room,contextual,Brightness suitable for dark room.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":20}",{},20255,0.0,0.0,"No tool calls generated; raw: ""I understand you'd like to set the screen brightness for a dark room. Unfortunately, I don't have a specific tool to directly set brightness levels for optimal darkness. However, I can adjust the screen brightness using the `setScreenBrightness` tool. I can set it to a percentage between 0 and 100. …"""
main_en,pipeline,LFM2 700M,11,Turn off alerts while exercising,rule,Don't over load while exercising.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""exercising"",""action"":""mute""}","{""durationMinutes"":60}",14936,0.6,0.6,
main_en,pipeline,LFM2 700M,12,Silence when in meditation,rule,"Silence, well in meditation.",0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""durationMinutes"":60}",15108,0.25,0.25,
main_en,pipeline,LFM2 700M,13,Set brightness for reading,contextual,said rightness for reading.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":70}",{},18984,0.5,0.5,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly set a ""said rightness"" for reading. However, I can adjust the screen brightness for reading using the `setScreenBrightness` tool. Would you like me to increase the screen brightness for reading? Or perhaps create a rule to mute the device when reading using…"""
main_en,pipeline,LFM2 700M,14,Turn on do not disturb for 30 minutes,temporal,"Turn on, do not disturb mode for 30 minutes.",1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",15182,0.125,0.125,
main_en,pipeline,LFM2 700M,15,Torch off please,direct,Dorch of please.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},18883,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I'm sorry, I don't have a ""Dorch"" tool. However, I can help with some related tasks. For example, I can set Do Not Disturb mode, toggle the flashlight, adjust the volume, set screen brightness, or create rules to automate actions based on certain triggers. Would you like me to help with any of those…"""
main_en,pipeline,LFM2 700M,16,Make screen brighter,direct,Mix green brighter.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},19113,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly mix colors like that. However, I can adjust the screen brightness using the `setScreenBrightness` tool. Would you like me to increase the screen brightness to make the green appear brighter? I can also control the flashlight with `toggleFlashlight` or set t…"""
main_en,pipeline,LFM2 700M,17,Quiet mode for 1 hour,temporal,Quite mode for one hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",15499,0.4,0.2,
main_en,pipeline,LFM2 700M,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":10}",{},20555,0.25,0.25,"No tool calls generated; raw: ""I'm sorry, I don't have a specific tool to set a ""sleeping"" action for the screen. However, I can create a rule that might achieve a similar effect. I could create a rule that sets a specific screen brightness to a low level when triggered by a context like ""sleeping"". Would you like me to try creat…"""
main_en,pipeline,LFM2 700M,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""durationMinutes"":60}",15359,0.16666666666666666,0.16666666666666666,
main_en,pipeline,LFM2 700M,20,Brighten screen,direct,Brightens screen.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":100}",15191,0.5,0.5,
main_en,pipeline,LFM2 700M,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":25}","{""durationMinutes"":60}",15317,0.16666666666666666,0.16666666666666666,
main_en,pipeline,LFM2 700M,22,Brightness up,direct,Brightness up.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":80}","{""brightnessPercent"":100}",15383,0.0,0.0,
main_en,pipeline,LFM2 700M,23,Flashlight on,direct,Flashlight on.,0,0,0,toggleFlashlight,,"{""enable"":true}",{},19317,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly set the flashlight to ""on."" However, I can control the flashlight's brightness using the `setScreenBrightness` tool. Would you like me to adjust the brightness to a specific level? Or perhaps you'd like to create a rule to turn the flashlight on at a certai…"""
main_en,pipeline,LFM2 700M,24,Enable do not disturb mode for 25 minutes,temporal,enable do not disturb mode for 25 minutes,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":25}","{""durationMinutes"":25}",15343,0.0,0.0,
main_en,pipeline,LFM2 700M,25,Screen to 90 percent,parameter,Screen to 90%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":90}","{""brightnessPercent"":90}",15061,0.25,0.0,
main_en,pipeline,LFM2 700M,26,Brighten screen,direct,Right-end screen.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},20487,1.0,1.0,"No tool calls generated; raw: ""I understand you want to end the screen. Unfortunately, I don't have a direct tool to ""right-end"" the screen. However, I can adjust the screen brightness to a high level using the `setScreenBrightness` tool. Would you like me to do that? Or perhaps create a rule using `createRule` to automatically i…"""
main_en,pipeline,LFM2 700M,27,Switch on internet,direct,Switch on Internet.,0,0,0,toggleWifi,,"{""enable"":true}",{},18910,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly switch on Internet. However, I can help you manage other aspects of your device. For example, I can enable Wi-Fi, toggle flashlight, adjust volume, set screen brightness, or create rules to automate actions based on certain triggers. Would you like me to tr…"""
main_en,pipeline,LFM2 700M,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,,"{""volumePercent"":15}",{},20819,0.5,0.5,"No tool calls generated; raw: ""I understand you want to set your phone to meditation mode. Unfortunately, I don't have a specific ""setPhoneToMeditation"" function. However, I can help you create a custom automation rule using the `createRule` tool. We could set a trigger like ""in quiet"" or ""sleeping"" and an action like ""setDoNotDi…"""
main_en,pipeline,LFM2 700M,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,,"{""volumePercent"":10}",{},20043,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly set your phone to sleep mode. However, I can help you create a rule to mute your phone when you're in a specific context, like ""in class"". Would you like me to create a rule for that? I can also adjust the volume, set screen brightness, or toggle Wi-Fi if y…"""
main_en,pipeline,LFM2 1.2B,0,Turn off flashlight,direct,Turn off the flashlight.,0,0,0,toggleFlashlight,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":0}",23044,0.3333333333333333,0.3333333333333333,
main_en,pipeline,LFM2 1.2B,1,Quiet mode for 1 hour,temporal,Quite mode for 1 hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",22245,0.2,0.2,
main_en,pipeline,LFM2 1.2B,2,I need quiet time for one hour,temporal,I need quite time for one hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",22117,0.14285714285714285,0.14285714285714285,
main_en,pipeline,LFM2 1.2B,3,Max brightness,direct,Max Brightness,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},25092,0.0,0.0,"No tool calls generated; raw: ""I am sorry, I don't have a specific tool to directly control ""Max Brightness"". However, I can adjust screen brightness using the `setScreenBrightness` tool. Would you like me to set the brightness to a specific percentage?"""
main_en,pipeline,LFM2 1.2B,4,Make it suitable for cooking,contextual,Make it suitable for cooking.,0,0,0,setVolume,,"{""volumePercent"":60}",{},30263,0.0,0.0,"No tool calls generated; raw: ""I understand you're looking for settings to make it suitable for cooking. Unfortunately, I don't have a specific tool to directly adjust for cooking. However, I can offer some assistance using my available tools. I could potentially:

*   **Set Screen Brightness:** Increase brightness to make the sc…"""
main_en,pipeline,LFM2 1.2B,5,Prepare for office meeting,contextual,Prepare for office meeting.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":30}",22096,0.0,0.0,
main_en,pipeline,LFM2 1.2B,6,Make it loud for music,contextual,Make it loud for music.,0,0,0,setVolume,,"{""volumePercent"":90}",{},29535,0.0,0.0,"No tool calls generated; raw: ""I am sorry, I don't have a specific tool to directly make the volume loud for music. However, I can adjust the overall volume using the `setVolume` tool. Would you like me to set the volume to a higher percentage? Or perhaps you'd like to create a rule that automatically increases the volume when yo…"""
main_en,pipeline,LFM2 1.2B,7,Enable silence for 2 hours,temporal,Enable silence for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",22060,0.2,0.0,
main_en,pipeline,LFM2 1.2B,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":15}",22830,0.16666666666666666,0.16666666666666666,
main_en,pipeline,LFM2 1.2B,9,Torch on please,direct,Torch on please.,0,0,0,toggleFlashlight,,"{""enable"":true}",{},29787,0.0,0.0,"No tool calls generated; raw: ""I am sorry, I don't have a specific function to directly ""torch on."" However, I can offer some alternatives that might help you achieve a similar effect.

For example, I could potentially create a rule to automatically mute your device when you enter a specific context, like ""in class"" or ""during ga…"""
main_en,pipeline,LFM2 1.2B,10,Brightness suitable for dark room,contextual,Brightness suitable for dark room.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":20}",21952,0.0,0.0,
main_en,pipeline,LFM2 1.2B,11,Turn off alerts while exercising,rule,Don't over load while exercising.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""exercising"",""action"":""mute""}","{""durationMinutes"":30}",22313,0.6,0.6,
main_en,pipeline,LFM2 1.2B,12,Silence when in meditation,rule,"Silence, well in meditation.",0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""durationMinutes"":30}",22206,0.25,0.25,
main_en,pipeline,LFM2 1.2B,13,Set brightness for reading,contextual,said rightness for reading.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":70}",{},30703,0.5,0.5,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly set ""rightness"" for reading. However, I can control the flashlight, adjust the screen brightness, or set the volume, which might indirectly help with your reading experience. Would you like me to try any of those actions?"""
main_en,pipeline,LFM2 1.2B,14,Turn on do not disturb for 30 minutes,temporal,"Turn on, do not disturb mode for 30 minutes.",1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",30351,0.125,0.125,
main_en,pipeline,LFM2 1.2B,15,Torch off please,direct,Dorch of please.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},29946,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly respond to ""Dorch of please."" However, I can offer some assistance. Perhaps you'd like me to create a rule to automatically respond to certain triggers? For example, I could create a rule to say ""Dorch of please"" when a specific context is detected, like …"""
main_en,pipeline,LFM2 1.2B,16,Make screen brighter,direct,Mix green brighter.,0,0,0,setScreenBrightness,setDoNotDisturb,"{""brightnessPercent"":100}","{""durationMinutes"":30}",21954,0.6666666666666666,0.6666666666666666,
main_en,pipeline,LFM2 1.2B,17,Quiet mode for 1 hour,temporal,Quite mode for one hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",22728,0.4,0.2,
main_en,pipeline,LFM2 1.2B,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":10}",{},28722,0.25,0.25,"No tool calls generated; raw: ""I understand you want to set the screen to sleep mode. Unfortunately, I don't have a specific tool to directly set the screen to sleep. However, I can create a rule to automatically enable Do Not Disturb mode when you're in a sleeping state. Would you like me to create a rule that triggers when you'…"""
main_en,pipeline,LFM2 1.2B,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""durationMinutes"":60}",22630,0.16666666666666666,0.16666666666666666,
main_en,pipeline,LFM2 1.2B,20,Brighten screen,direct,Brightens screen.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""percent"":75}",21814,0.5,0.5,
main_en,pipeline,LFM2 1.2B,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":25}","{""durationMinutes"":30}",22164,0.16666666666666666,0.16666666666666666,
main_en,pipeline,LFM2 1.2B,22,Brightness up,direct,Brightness up.,0,0,0,setScreenBrightness,setDoNotDisturb,"{""brightnessPercent"":80}","{""durationMinutes"":30}",22032,0.0,0.0,
main_en,pipeline,LFM2 1.2B,23,Flashlight on,direct,Flashlight on.,0,0,1,toggleFlashlight,setDoNotDisturb,"{""enable"":true}","{""enable"":true}",22733,0.0,0.0,
main_en,pipeline,LFM2 1.2B,24,Enable do not disturb mode for 25 minutes,temporal,enable do not disturb mode for 25 minutes,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":25}","{""durationMinutes"":25}",22326,0.0,0.0,
main_en,pipeline,LFM2 1.2B,25,Screen to 90 percent,parameter,Screen to 90%,0,0,0,setScreenBrightness,setDoNotDisturb,"{""brightnessPercent"":90}","{""durationMinutes"":90}",22160,0.25,0.0,
main_en,pipeline,LFM2 1.2B,26,Brighten screen,direct,Right-end screen.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},26821,1.0,1.0,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly right-end the screen. However, I can adjust the screen brightness using the `setScreenBrightness` tool if you'd like. Or, I could potentially create a rule to automatically adjust the brightness based on a trigger like ""screen busy"" if you'd like. Would e…"""
main_en,pipeline,LFM2 1.2B,27,Switch on internet,direct,Switch on Internet.,0,0,0,toggleWifi,setDoNotDisturb,"{""enable"":true}","{""durationMinutes"":0}",21950,0.0,0.0,
main_en,pipeline,LFM2 1.2B,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":15}","{""durationMinutes"":30}",21961,0.5,0.5,
main_en,pipeline,LFM2 1.2B,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,,"{""volumePercent"":10}",{},28355,0.0,0.0,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly set your phone to sleep mode. However, I can create a rule to automatically enable Do Not Disturb mode for a specified duration, which might achieve a similar effect. Would you like me to create a rule to enable Do Not Disturb for a certain amount of time…"""
main_en,pipeline,LFM2.5 1.2B,0,Turn off flashlight,direct,Turn off the flashlight.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},25526,0.3333333333333333,0.3333333333333333,"No tool calls generated; raw: ""I'm sorry, but I can't turn off the flashlight. The available API functions allow me to control the flashlight's on/off state, but not to adjust its brightness or perform other actions."""
main_en,pipeline,LFM2.5 1.2B,1,Quiet mode for 1 hour,temporal,Quite mode for 1 hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",23205,0.2,0.2,
main_en,pipeline,LFM2.5 1.2B,2,I need quiet time for one hour,temporal,I need quite time for one hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",23300,0.14285714285714285,0.14285714285714285,
main_en,pipeline,LFM2.5 1.2B,3,Max brightness,direct,Max Brightness,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},24723,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't adjust the brightness to ""Max"". The available options allow setting a specific brightness percentage between 0-100%, not the maximum value. Would you like to set a specific brightness level instead?"""
main_en,pipeline,LFM2.5 1.2B,4,Make it suitable for cooking,contextual,Make it suitable for cooking.,0,0,0,setVolume,,"{""volumePercent"":60}",{},26731,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't make something suitable for cooking. Based on the available API functions, I can help with adjusting screen brightness, volume, toggling flashlight, enabling/disabling Wi-Fi, or setting Do Not Disturb mode. Let me know if you'd like assistance with any of those."""
main_en,pipeline,LFM2.5 1.2B,5,Prepare for office meeting,contextual,Prepare for office meeting.,0,0,0,setDoNotDisturb,,"{""durationMinutes"":60}",{},26902,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't prepare for an office meeting. Based on the available API functions, I can help with adjusting screen brightness, setting Do Not Disturb mode, controlling flashlight, adjusting volume, or enabling/disabling Wi-Fi. Let me know if you'd like assistance with any of those."""
main_en,pipeline,LFM2.5 1.2B,6,Make it loud for music,contextual,Make it loud for music.,0,0,0,setVolume,,"{""volumePercent"":90}",{},26117,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't make it loud. The available functions allow me to adjust volume, screen brightness, toggle flashlight, enable/disable Wi-Fi, and create automation rules, but not change the volume level directly."""
main_en,pipeline,LFM2.5 1.2B,7,Enable silence for 2 hours,temporal,Enable silence for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",22489,0.2,0.0,
main_en,pipeline,LFM2.5 1.2B,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":15}",22477,0.16666666666666666,0.16666666666666666,
main_en,pipeline,LFM2.5 1.2B,9,Torch on please,direct,Torch on please.,0,0,0,toggleFlashlight,,"{""enable"":true}",{},23273,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't turn on the torch. The available API functions allow me to control screen brightness, volume, flashlight, Wi-Fi, and set rules, but not a physical torch."""
main_en,pipeline,LFM2.5 1.2B,10,Brightness suitable for dark room,contextual,Brightness suitable for dark room.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":30}",23129,0.0,0.0,
main_en,pipeline,LFM2.5 1.2B,11,Turn off alerts while exercising,rule,Don't over load while exercising.,0,0,0,createRule,,"{""trigger"":""exercising"",""action"":""mute""}",{},23481,0.6,0.6,"No tool calls generated; raw: ""I'm sorry, but I can't prevent overloading the system. The available API functions allow me to control settings like volume, screen brightness, flashlight, and Wi-Fi, but not to manage system load or performance."""
main_en,pipeline,LFM2.5 1.2B,12,Silence when in meditation,rule,"Silence, well in meditation.",0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""durationMinutes"":30}",22183,0.25,0.25,
main_en,pipeline,LFM2.5 1.2B,13,Set brightness for reading,contextual,said rightness for reading.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":70}","{""brightnessPercent"":70}",22294,0.5,0.5,
main_en,pipeline,LFM2.5 1.2B,14,Turn on do not disturb for 30 minutes,temporal,"Turn on, do not disturb mode for 30 minutes.",1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",22264,0.125,0.125,
main_en,pipeline,LFM2.5 1.2B,15,Torch off please,direct,Dorch of please.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},25197,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I'm sorry, but I can't perform actions like setting do not disturb mode or adjusting screen brightness. The available API functions allow me to control flashlight, set volume, adjust screen brightness, toggle Wi-Fi, and create automation rules, but not to manage general device settings like those yo…"""
main_en,pipeline,LFM2.5 1.2B,16,Make screen brighter,direct,Mix green brighter.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},24787,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I'm sorry, but I can't adjust the color of the screen. The available API functions allow me to control brightness, volume, flashlight, and enable/disable Wi-Fi, but not change the screen's color."""
main_en,pipeline,LFM2.5 1.2B,17,Quiet mode for 1 hour,temporal,Quite mode for one hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",22097,0.4,0.2,
main_en,pipeline,LFM2.5 1.2B,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":10}",{},24545,0.25,0.25,"No tool calls generated; raw: ""I'm sorry, but I can't set the screen to sleep. Based on the available API, I can adjust screen brightness, toggle flashlight, control volume, and set Do Not Disturb mode, but there is no function to put the screen into sleep state."""
main_en,pipeline,LFM2.5 1.2B,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,1,0,createRule,createRule,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""trigger"":""in church"",""action"":""enable_dnd""}",22576,0.16666666666666666,0.16666666666666666,
main_en,pipeline,LFM2.5 1.2B,20,Brighten screen,direct,Brightens screen.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":70}",21568,0.5,0.5,
main_en,pipeline,LFM2.5 1.2B,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,,"{""volumePercent"":25}",{},25197,0.16666666666666666,0.16666666666666666,"No tool calls generated; raw: ""I'm sorry, but I can't set your phone for a quiet walk environment. Based on the available API, I can help with adjusting screen brightness, volume, enabling Do Not Disturb mode, toggling the flashlight, or managing Wi-Fi settings. Let me know if you'd like assistance with any of those."""
main_en,pipeline,LFM2.5 1.2B,22,Brightness up,direct,Brightness up.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":80}","{""brightnessPercent"":70}",21613,0.0,0.0,
main_en,pipeline,LFM2.5 1.2B,23,Flashlight on,direct,Flashlight on.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",21283,0.0,0.0,
main_en,pipeline,LFM2.5 1.2B,24,Enable do not disturb mode for 25 minutes,temporal,enable do not disturb mode for 25 minutes,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":25}","{""durationMinutes"":25}",22403,0.0,0.0,
main_en,pipeline,LFM2.5 1.2B,25,Screen to 90 percent,parameter,Screen to 90%,0,0,0,setScreenBrightness,,"{""brightnessPercent"":90}",{},23469,0.25,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't set the screen brightness to 90%. The available options allow adjusting brightness to a percentage between 0-100%, but not a specific value like 90%."""
main_en,pipeline,LFM2.5 1.2B,26,Brighten screen,direct,Right-end screen.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},23816,1.0,1.0,"No tool calls generated; raw: ""I'm sorry, I can't right-end the screen. The available API functions allow me to control volume, screen brightness, flashlight, and enable/disable Wi-Fi, but not to physically move or manipulate the screen itself."""
main_en,pipeline,LFM2.5 1.2B,27,Switch on internet,direct,Switch on Internet.,0,0,0,toggleWifi,,"{""enable"":true}",{},24545,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't switch on the Internet. Based on the available API, I can help with controlling screen brightness, volume, flashlight, or setting Do Not Disturb mode, but not directly enabling or disabling Wi-Fi."""
main_en,pipeline,LFM2.5 1.2B,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,,"{""volumePercent"":15}",{},25675,0.5,0.5,"No tool calls generated; raw: ""I'm sorry, but I can't set your phone to meditation mode. Based on the available API functions, I can adjust screen brightness, toggle flashlight, control volume, enable/disable Wi-Fi, or set Do Not Disturb mode, but I don't have the capability to configure a meditation setting."""
main_en,pipeline,LFM2.5 1.2B,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,,"{""volumePercent"":10}",{},25669,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't set your phone to sleep mode. Based on the available API, I can help with adjusting screen brightness, volume, enabling Do Not Disturb, toggling the flashlight, or managing Wi-Fi settings. Let me know if you'd like assistance with any of those."""
main_en,pipeline,Qwen3 0.6B,0,Turn off flashlight,direct,Turn off the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":false}","{""enable"":false}",25998,0.3333333333333333,0.3333333333333333,
main_en,pipeline,Qwen3 0.6B,1,Quiet mode for 1 hour,temporal,Quite mode for 1 hour.,0,0,0,setDoNotDisturb,createRule,"{""durationMinutes"":60}","{""trigger"":""quite mode"",""action"":""1 hour""}",14121,0.2,0.2,
main_en,pipeline,Qwen3 0.6B,2,I need quiet time for one hour,temporal,I need quite time for one hour.,0,0,0,setDoNotDisturb,createRule,"{""durationMinutes"":60}","{""trigger"":""one hour"",""action"":""mute""}",14276,0.14285714285714285,0.14285714285714285,
main_en,pipeline,Qwen3 0.6B,3,Max brightness,direct,Max Brightness,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":100}",13848,0.0,0.0,
main_en,pipeline,Qwen3 0.6B,4,Make it suitable for cooking,contextual,Make it suitable for cooking.,0,0,0,setVolume,,"{""volumePercent"":60}",{},14031,0.0,0.0,"No tool calls generated; raw: ""{""name"": ""createRule"", ""arguments"": {""trigger"": ""cooking"", ""action"": ""suitable""}}"""
main_en,pipeline,Qwen3 0.6B,5,Prepare for office meeting,contextual,Prepare for office meeting.,0,0,0,setDoNotDisturb,,"{""durationMinutes"":60}",{},13985,0.0,0.0,"No tool calls generated; raw: ""{""name"": ""createRule"", ""arguments"": {""trigger"": ""office meeting"", ""action"": ""prepare""}}"""
main_en,pipeline,Qwen3 0.6B,6,Make it loud for music,contextual,Make it loud for music.,0,0,0,setVolume,toggleFlashlight,"{""volumePercent"":90}","{""enable"":true}",13637,0.0,0.0,
main_en,pipeline,Qwen3 0.6B,7,Enable silence for 2 hours,temporal,Enable silence for two hours.,0,0,0,setDoNotDisturb,toggleWifi,"{""durationMinutes"":120}","{""enable"":true}",13533,0.2,0.0,
main_en,pipeline,Qwen3 0.6B,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":15}",14383,0.16666666666666666,0.16666666666666666,
