condition,arm,model,clip_idx,command,category,transcript,success,correct_function,correct_params,expected_function,actual_function,expected_params,actual_params,latency_ms,wer_raw,wer_norm,error,bucket,tstate
main_en,pipeline,LFM2 700M,23,Flashlight on,direct,Flashlight on.,0,0,0,toggleFlashlight,,"{""enable"":true}",{},19317,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly set the flashlight to ""on."" However, I can control the flashlight's brightness using the `setScreenBrightness` tool. Would you like me to adjust the brightness to a specific level? Or perhaps you'd like to create a rule to turn the flashlight on at a certai…""",A-asked-permission,clean
main_en,pipeline,LFM2 700M,26,Brighten screen,direct,Right-end screen.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},20487,1.0,1.0,"No tool calls generated; raw: ""I understand you want to end the screen. Unfortunately, I don't have a direct tool to ""right-end"" the screen. However, I can adjust the screen brightness to a high level using the `setScreenBrightness` tool. Would you like me to do that? Or perhaps create a rule using `createRule` to automatically i…""",A-asked-permission,destroyed>=0.5
main_en,pipeline,LFM2 700M,27,Switch on internet,direct,Switch on Internet.,0,0,0,toggleWifi,,"{""enable"":true}",{},18910,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly switch on Internet. However, I can help you manage other aspects of your device. For example, I can enable Wi-Fi, toggle flashlight, adjust volume, set screen brightness, or create rules to automate actions based on certain triggers. Would you like me to tr…""",A-asked-permission,clean
main_en,pipeline,LFM2 700M,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,,"{""volumePercent"":15}",{},20819,0.5,0.5,"No tool calls generated; raw: ""I understand you want to set your phone to meditation mode. Unfortunately, I don't have a specific ""setPhoneToMeditation"" function. However, I can help you create a custom automation rule using the `createRule` tool. We could set a trigger like ""in quiet"" or ""sleeping"" and an action like ""setDoNotDi…""",B-other-prose,noisy<0.5
main_en,pipeline,LFM2 700M,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,,"{""volumePercent"":10}",{},20043,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly set your phone to sleep mode. However, I can help you create a rule to mute your phone when you're in a specific context, like ""in class"". Would you like me to create a rule for that? I can also adjust the volume, set screen brightness, or toggle Wi-Fi if y…""",A-asked-permission,clean
main_en,pipeline,LFM2 1.2B,0,Turn off flashlight,direct,Turn off the flashlight.,0,0,0,toggleFlashlight,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":0}",23044,0.3333333333333333,0.3333333333333333,,D-wrong-function,noisy<0.5
main_en,pipeline,LFM2 1.2B,3,Max brightness,direct,Max Brightness,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},25092,0.0,0.0,"No tool calls generated; raw: ""I am sorry, I don't have a specific tool to directly control ""Max Brightness"". However, I can adjust screen brightness using the `setScreenBrightness` tool. Would you like me to set the brightness to a specific percentage?""",A-asked-permission,clean
main_en,pipeline,LFM2 1.2B,4,Make it suitable for cooking,contextual,Make it suitable for cooking.,0,0,0,setVolume,,"{""volumePercent"":60}",{},30263,0.0,0.0,"No tool calls generated; raw: ""I understand you're looking for settings to make it suitable for cooking. Unfortunately, I don't have a specific tool to directly adjust for cooking. However, I can offer some assistance using my available tools. I could potentially:

*   **Set Screen Brightness:** Increase brightness to make the sc…""",B-other-prose,clean
main_en,pipeline,LFM2 1.2B,5,Prepare for office meeting,contextual,Prepare for office meeting.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":30}",22096,0.0,0.0,,E-wrong-params,clean
main_en,pipeline,LFM2 1.2B,6,Make it loud for music,contextual,Make it loud for music.,0,0,0,setVolume,,"{""volumePercent"":90}",{},29535,0.0,0.0,"No tool calls generated; raw: ""I am sorry, I don't have a specific tool to directly make the volume loud for music. However, I can adjust the overall volume using the `setVolume` tool. Would you like me to set the volume to a higher percentage? Or perhaps you'd like to create a rule that automatically increases the volume when yo…""",A-asked-permission,clean
main_en,pipeline,LFM2 1.2B,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":15}",22830,0.1666666666666666,0.1666666666666666,,E-wrong-params,noisy<0.5
main_en,pipeline,LFM2 1.2B,9,Torch on please,direct,Torch on please.,0,0,0,toggleFlashlight,,"{""enable"":true}",{},29787,0.0,0.0,"No tool calls generated; raw: ""I am sorry, I don't have a specific function to directly ""torch on."" However, I can offer some alternatives that might help you achieve a similar effect.

For example, I could potentially create a rule to automatically mute your device when you enter a specific context, like ""in class"" or ""during ga…""",B-other-prose,clean
main_en,pipeline,LFM2 1.2B,11,Turn off alerts while exercising,rule,Don't over load while exercising.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""exercising"",""action"":""mute""}","{""durationMinutes"":30}",22313,0.6,0.6,,D-wrong-function,destroyed>=0.5
main_en,pipeline,LFM2 1.2B,12,Silence when in meditation,rule,"Silence, well in meditation.",0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""durationMinutes"":30}",22206,0.25,0.25,,D-wrong-function,noisy<0.5
main_en,pipeline,LFM2 1.2B,13,Set brightness for reading,contextual,said rightness for reading.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":70}",{},30703,0.5,0.5,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly set ""rightness"" for reading. However, I can control the flashlight, adjust the screen brightness, or set the volume, which might indirectly help with your reading experience. Would you like me to try any of those actions?""",A-asked-permission,noisy<0.5
main_en,pipeline,LFM2 1.2B,15,Torch off please,direct,Dorch of please.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},29946,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly respond to ""Dorch of please."" However, I can offer some assistance. Perhaps you'd like me to create a rule to automatically respond to certain triggers? For example, I could create a rule to say ""Dorch of please"" when a specific context is detected, like …""",B-other-prose,destroyed>=0.5
main_en,pipeline,LFM2 1.2B,16,Make screen brighter,direct,Mix green brighter.,0,0,0,setScreenBrightness,setDoNotDisturb,"{""brightnessPercent"":100}","{""durationMinutes"":30}",21954,0.6666666666666666,0.6666666666666666,,D-wrong-function,destroyed>=0.5
main_en,pipeline,LFM2 1.2B,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":10}",{},28722,0.25,0.25,"No tool calls generated; raw: ""I understand you want to set the screen to sleep mode. Unfortunately, I don't have a specific tool to directly set the screen to sleep. However, I can create a rule to automatically enable Do Not Disturb mode when you're in a sleeping state. Would you like me to create a rule that triggers when you'…""",A-asked-permission,noisy<0.5
main_en,pipeline,LFM2 1.2B,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""durationMinutes"":60}",22630,0.1666666666666666,0.1666666666666666,,D-wrong-function,noisy<0.5
main_en,pipeline,LFM2 1.2B,20,Brighten screen,direct,Brightens screen.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""percent"":75}",21814,0.5,0.5,,E-wrong-params,noisy<0.5
main_en,pipeline,LFM2 1.2B,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":25}","{""durationMinutes"":30}",22164,0.1666666666666666,0.1666666666666666,,D-wrong-function,noisy<0.5
main_en,pipeline,LFM2 1.2B,22,Brightness up,direct,Brightness up.,0,0,0,setScreenBrightness,setDoNotDisturb,"{""brightnessPercent"":80}","{""durationMinutes"":30}",22032,0.0,0.0,,D-wrong-function,clean
main_en,pipeline,LFM2 1.2B,23,Flashlight on,direct,Flashlight on.,0,0,1,toggleFlashlight,setDoNotDisturb,"{""enable"":true}","{""enable"":true}",22733,0.0,0.0,,D-wrong-function,clean
main_en,pipeline,LFM2 1.2B,25,Screen to 90 percent,parameter,Screen to 90%,0,0,0,setScreenBrightness,setDoNotDisturb,"{""brightnessPercent"":90}","{""durationMinutes"":90}",22160,0.25,0.0,,D-wrong-function,clean
main_en,pipeline,LFM2 1.2B,26,Brighten screen,direct,Right-end screen.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},26821,1.0,1.0,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly right-end the screen. However, I can adjust the screen brightness using the `setScreenBrightness` tool if you'd like. Or, I could potentially create a rule to automatically adjust the brightness based on a trigger like ""screen busy"" if you'd like. Would e…""",B-other-prose,destroyed>=0.5
main_en,pipeline,LFM2 1.2B,27,Switch on internet,direct,Switch on Internet.,0,0,0,toggleWifi,setDoNotDisturb,"{""enable"":true}","{""durationMinutes"":0}",21950,0.0,0.0,,D-wrong-function,clean
main_en,pipeline,LFM2 1.2B,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":15}","{""durationMinutes"":30}",21961,0.5,0.5,,D-wrong-function,noisy<0.5
main_en,pipeline,LFM2 1.2B,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,,"{""volumePercent"":10}",{},28355,0.0,0.0,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly set your phone to sleep mode. However, I can create a rule to automatically enable Do Not Disturb mode for a specified duration, which might achieve a similar effect. Would you like me to create a rule to enable Do Not Disturb for a certain amount of time…""",A-asked-permission,clean
main_en,pipeline,LFM2.5 1.2B,0,Turn off flashlight,direct,Turn off the flashlight.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},25526,0.3333333333333333,0.3333333333333333,"No tool calls generated; raw: ""I'm sorry, but I can't turn off the flashlight. The available API functions allow me to control the flashlight's on/off state, but not to adjust its brightness or perform other actions.""",B-other-prose,noisy<0.5
main_en,pipeline,LFM2.5 1.2B,3,Max brightness,direct,Max Brightness,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},24723,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't adjust the brightness to ""Max"". The available options allow setting a specific brightness percentage between 0-100%, not the maximum value. Would you like to set a specific brightness level instead?""",A-asked-permission,clean
main_en,pipeline,LFM2.5 1.2B,4,Make it suitable for cooking,contextual,Make it suitable for cooking.,0,0,0,setVolume,,"{""volumePercent"":60}",{},26731,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't make something suitable for cooking. Based on the available API functions, I can help with adjusting screen brightness, volume, toggling flashlight, enabling/disabling Wi-Fi, or setting Do Not Disturb mode. Let me know if you'd like assistance with any of those.""",A-asked-permission,clean
main_en,pipeline,LFM2.5 1.2B,5,Prepare for office meeting,contextual,Prepare for office meeting.,0,0,0,setDoNotDisturb,,"{""durationMinutes"":60}",{},26902,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't prepare for an office meeting. Based on the available API functions, I can help with adjusting screen brightness, setting Do Not Disturb mode, controlling flashlight, adjusting volume, or enabling/disabling Wi-Fi. Let me know if you'd like assistance with any of those.""",A-asked-permission,clean
main_en,pipeline,LFM2.5 1.2B,6,Make it loud for music,contextual,Make it loud for music.,0,0,0,setVolume,,"{""volumePercent"":90}",{},26117,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't make it loud. The available functions allow me to adjust volume, screen brightness, toggle flashlight, enable/disable Wi-Fi, and create automation rules, but not change the volume level directly.""",B-other-prose,clean
main_en,pipeline,LFM2.5 1.2B,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":15}",22477,0.1666666666666666,0.1666666666666666,,E-wrong-params,noisy<0.5
main_en,pipeline,LFM2.5 1.2B,9,Torch on please,direct,Torch on please.,0,0,0,toggleFlashlight,,"{""enable"":true}",{},23273,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't turn on the torch. The available API functions allow me to control screen brightness, volume, flashlight, Wi-Fi, and set rules, but not a physical torch.""",B-other-prose,clean
main_en,pipeline,LFM2.5 1.2B,10,Brightness suitable for dark room,contextual,Brightness suitable for dark room.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":30}",23129,0.0,0.0,,E-wrong-params,clean
main_en,pipeline,LFM2.5 1.2B,11,Turn off alerts while exercising,rule,Don't over load while exercising.,0,0,0,createRule,,"{""trigger"":""exercising"",""action"":""mute""}",{},23481,0.6,0.6,"No tool calls generated; raw: ""I'm sorry, but I can't prevent overloading the system. The available API functions allow me to control settings like volume, screen brightness, flashlight, and Wi-Fi, but not to manage system load or performance.""",B-other-prose,destroyed>=0.5
main_en,pipeline,LFM2.5 1.2B,12,Silence when in meditation,rule,"Silence, well in meditation.",0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""durationMinutes"":30}",22183,0.25,0.25,,D-wrong-function,noisy<0.5
main_en,pipeline,LFM2.5 1.2B,15,Torch off please,direct,Dorch of please.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},25197,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I'm sorry, but I can't perform actions like setting do not disturb mode or adjusting screen brightness. The available API functions allow me to control flashlight, set volume, adjust screen brightness, toggle Wi-Fi, and create automation rules, but not to manage general device settings like those yo…""",B-other-prose,destroyed>=0.5
main_en,pipeline,LFM2.5 1.2B,16,Make screen brighter,direct,Mix green brighter.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},24787,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I'm sorry, but I can't adjust the color of the screen. The available API functions allow me to control brightness, volume, flashlight, and enable/disable Wi-Fi, but not change the screen's color.""",B-other-prose,destroyed>=0.5
main_en,pipeline,LFM2.5 1.2B,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":10}",{},24545,0.25,0.25,"No tool calls generated; raw: ""I'm sorry, but I can't set the screen to sleep. Based on the available API, I can adjust screen brightness, toggle flashlight, control volume, and set Do Not Disturb mode, but there is no function to put the screen into sleep state.""",B-other-prose,noisy<0.5
main_en,pipeline,LFM2.5 1.2B,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,1,0,createRule,createRule,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""trigger"":""in church"",""action"":""enable_dnd""}",22576,0.1666666666666666,0.1666666666666666,,E-wrong-params,noisy<0.5
main_en,pipeline,LFM2.5 1.2B,20,Brighten screen,direct,Brightens screen.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":70}",21568,0.5,0.5,,E-wrong-params,noisy<0.5
main_en,pipeline,LFM2.5 1.2B,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,,"{""volumePercent"":25}",{},25197,0.1666666666666666,0.1666666666666666,"No tool calls generated; raw: ""I'm sorry, but I can't set your phone for a quiet walk environment. Based on the available API, I can help with adjusting screen brightness, volume, enabling Do Not Disturb mode, toggling the flashlight, or managing Wi-Fi settings. Let me know if you'd like assistance with any of those.""",A-asked-permission,noisy<0.5
main_en,pipeline,LFM2.5 1.2B,22,Brightness up,direct,Brightness up.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":80}","{""brightnessPercent"":70}",21613,0.0,0.0,,E-wrong-params,clean
main_en,pipeline,LFM2.5 1.2B,25,Screen to 90 percent,parameter,Screen to 90%,0,0,0,setScreenBrightness,,"{""brightnessPercent"":90}",{},23469,0.25,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't set the screen brightness to 90%. The available options allow adjusting brightness to a percentage between 0-100%, but not a specific value like 90%.""",B-other-prose,clean
main_en,pipeline,LFM2.5 1.2B,26,Brighten screen,direct,Right-end screen.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},23816,1.0,1.0,"No tool calls generated; raw: ""I'm sorry, I can't right-end the screen. The available API functions allow me to control volume, screen brightness, flashlight, and enable/disable Wi-Fi, but not to physically move or manipulate the screen itself.""",B-other-prose,destroyed>=0.5
main_en,pipeline,LFM2.5 1.2B,27,Switch on internet,direct,Switch on Internet.,0,0,0,toggleWifi,,"{""enable"":true}",{},24545,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't switch on the Internet. Based on the available API, I can help with controlling screen brightness, volume, flashlight, or setting Do Not Disturb mode, but not directly enabling or disabling Wi-Fi.""",B-other-prose,clean
main_en,pipeline,LFM2.5 1.2B,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,,"{""volumePercent"":15}",{},25675,0.5,0.5,"No tool calls generated; raw: ""I'm sorry, but I can't set your phone to meditation mode. Based on the available API functions, I can adjust screen brightness, toggle flashlight, control volume, enable/disable Wi-Fi, or set Do Not Disturb mode, but I don't have the capability to configure a meditation setting.""",B-other-prose,noisy<0.5
main_en,pipeline,LFM2.5 1.2B,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,,"{""volumePercent"":10}",{},25669,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't set your phone to sleep mode. Based on the available API, I can help with adjusting screen brightness, volume, enabling Do Not Disturb, toggling the flashlight, or managing Wi-Fi settings. Let me know if you'd like assistance with any of those.""",A-asked-permission,clean
main_en,pipeline,Qwen3 0.6B,1,Quiet mode for 1 hour,temporal,Quite mode for 1 hour.,0,0,0,setDoNotDisturb,createRule,"{""durationMinutes"":60}","{""trigger"":""quite mode"",""action"":""1 hour""}",14121,0.2,0.2,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3 0.6B,2,I need quiet time for one hour,temporal,I need quite time for one hour.,0,0,0,setDoNotDisturb,createRule,"{""durationMinutes"":60}","{""trigger"":""one hour"",""action"":""mute""}",14276,0.1428571428571428,0.1428571428571428,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3 0.6B,4,Make it suitable for cooking,contextual,Make it suitable for cooking.,0,0,0,setVolume,,"{""volumePercent"":60}",{},14031,0.0,0.0,"No tool calls generated; raw: ""{""name"": ""createRule"", ""arguments"": {""trigger"": ""cooking"", ""action"": ""suitable""}}""",B-other-prose,clean
main_en,pipeline,Qwen3 0.6B,5,Prepare for office meeting,contextual,Prepare for office meeting.,0,0,0,setDoNotDisturb,,"{""durationMinutes"":60}",{},13985,0.0,0.0,"No tool calls generated; raw: ""{""name"": ""createRule"", ""arguments"": {""trigger"": ""office meeting"", ""action"": ""prepare""}}""",B-other-prose,clean
main_en,pipeline,Qwen3 0.6B,6,Make it loud for music,contextual,Make it loud for music.,0,0,0,setVolume,toggleFlashlight,"{""volumePercent"":90}","{""enable"":true}",13637,0.0,0.0,,D-wrong-function,clean
main_en,pipeline,Qwen3 0.6B,7,Enable silence for 2 hours,temporal,Enable silence for two hours.,0,0,0,setDoNotDisturb,toggleWifi,"{""durationMinutes"":120}","{""enable"":true}",13533,0.2,0.0,,D-wrong-function,clean
main_en,pipeline,Qwen3 0.6B,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":15}",14383,0.1666666666666666,0.1666666666666666,,E-wrong-params,noisy<0.5
main_en,pipeline,Qwen3 0.6B,9,Torch on please,direct,Torch on please.,0,0,0,toggleFlashlight,setDoNotDisturb,"{""enable"":true}","{""durationMinutes"":60}",13881,0.0,0.0,,D-wrong-function,clean
main_en,pipeline,Qwen3 0.6B,10,Brightness suitable for dark room,contextual,Brightness suitable for dark room.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":20}",{},19074,0.0,0.0,"No tool calls generated; raw: ""The brightness suitable for a dark room would be set to a low value. This can be achieved by setting the brightness to 70% or less. However, since the user's query doesn't mention a specific duration, we'll assume a default duration. If we need to create a rule, we can use the `createRule` function …""",B-other-prose,clean
main_en,pipeline,Qwen3 0.6B,12,Silence when in meditation,rule,"Silence, well in meditation.",0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""durationMinutes"":2}",14113,0.25,0.25,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3 0.6B,13,Set brightness for reading,contextual,said rightness for reading.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":70}",{},17812,0.5,0.5,"No tool calls generated; raw: ""The user said ""rightness for reading."" This indicates that the user is currently engaged in a reading activity. Based on this, we can create a contextual automation rule. The trigger would be ""reading,"" and the action would be ""mute."" 

Therefore, we should call the function `createRule` with the pa…""",B-other-prose,noisy<0.5
main_en,pipeline,Qwen3 0.6B,15,Torch off please,direct,Dorch of please.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},14104,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""The phrase ""Dorch of please."" does not contain any specific parameters for a function call. Therefore, no function can be called.""",B-other-prose,destroyed>=0.5
main_en,pipeline,Qwen3 0.6B,16,Make screen brighter,direct,Mix green brighter.,0,0,0,setScreenBrightness,createRule,"{""brightnessPercent"":100}","{""trigger"":""green"",""action"":""brightness""}",17224,0.6666666666666666,0.6666666666666666,,D-wrong-function,destroyed>=0.5
main_en,pipeline,Qwen3 0.6B,17,Quiet mode for 1 hour,temporal,Quite mode for one hour.,0,0,0,setDoNotDisturb,createRule,"{""durationMinutes"":60}","{""trigger"":""quite mode"",""action"":""one hour""}",13714,0.4,0.2,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3 0.6B,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,0,0,setScreenBrightness,createRule,"{""brightnessPercent"":10}","{""trigger"":""sleeping"",""action"":""screen brightness""}",13561,0.25,0.25,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3 0.6B,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,0,0,createRule,toggleFlashlight,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""enable"":true}",12987,0.1666666666666666,0.1666666666666666,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3 0.6B,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,createRule,"{""volumePercent"":25}","{""trigger"":""quiet walk environment"",""action"":""mute""}",13565,0.1666666666666666,0.1666666666666666,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3 0.6B,22,Brightness up,direct,Brightness up.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":80}","{""brightnessPercent"":70}",13599,0.0,0.0,,E-wrong-params,clean
main_en,pipeline,Qwen3 0.6B,23,Flashlight on,direct,Flashlight on.,0,0,0,toggleFlashlight,,"{""enable"":true}",{},12732,0.0,0.0,"No tool calls generated; raw: ""{""name"": ""toggleFlashlight"", ""arguments"": {""enable"": true}}.""",B-other-prose,clean
main_en,pipeline,Qwen3 0.6B,25,Screen to 90 percent,parameter,Screen to 90%,0,0,0,setScreenBrightness,setVolume,"{""brightnessPercent"":90}","{""volumePercent"":90}",13116,0.25,0.0,,D-wrong-function,clean
main_en,pipeline,Qwen3 0.6B,26,Brighten screen,direct,Right-end screen.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},15231,1.0,1.0,"No tool calls generated; raw: ""The text ""Right-end screen"" does not provide specific parameters for the function. However, it could be interpreted as ""sleeping"" in the context of a device. If you'd like to use the function, please specify the context.""",B-other-prose,destroyed>=0.5
main_en,pipeline,Qwen3 0.6B,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,createRule,"{""volumePercent"":15}","{""trigger"":""meditation"",""action"":""mute""}",13558,0.5,0.5,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3 0.6B,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,setScreenBrightness,"{""volumePercent"":10}","{""brightnessPercent"":0}",13946,0.0,0.0,,D-wrong-function,clean
main_en,pipeline,Qwen3 1.7B,4,Make it suitable for cooking,contextual,Make it suitable for cooking.,0,0,0,setVolume,createRule,"{""volumePercent"":60}","{""trigger"":""cooking"",""action"":""mute in class""}",31652,0.0,0.0,,D-wrong-function,clean
main_en,pipeline,Qwen3 1.7B,5,Prepare for office meeting,contextual,Prepare for office meeting.,0,0,0,setDoNotDisturb,,"{""durationMinutes"":60}",{},37479,0.0,0.0,"No tool calls generated; raw: ""{""success"":true,""error"":null,""cloud_handoff"":false,""cloud_handoff_reason"":""handoff failed: no API key"",""response"":""I'll prepare for the office meeting. Here's how I can help:\n\n1. **Create a Rule**: I can create a rule that triggers when you're \""sleeping\"" and \""mute\"" (which is equivalent to \""dn…""",B-other-prose,clean
main_en,pipeline,Qwen3 1.7B,6,Make it loud for music,contextual,Make it loud for music.,0,1,0,setVolume,setVolume,"{""volumePercent"":90}","{""volumePercent"":100}",26820,0.0,0.0,,E-wrong-params,clean
main_en,pipeline,Qwen3 1.7B,7,Enable silence for 2 hours,temporal,Enable silence for two hours.,0,0,0,setDoNotDisturb,createRule,"{""durationMinutes"":120}","{""trigger"":""silence"",""action"":""enable dnd""}",27573,0.2,0.0,,D-wrong-function,clean
main_en,pipeline,Qwen3 1.7B,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":15}",27029,0.1666666666666666,0.1666666666666666,,E-wrong-params,noisy<0.5
main_en,pipeline,Qwen3 1.7B,10,Brightness suitable for dark room,contextual,Brightness suitable for dark room.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":70}",26728,0.0,0.0,,E-wrong-params,clean
main_en,pipeline,Qwen3 1.7B,12,Silence when in meditation,rule,"Silence, well in meditation.",0,1,0,createRule,createRule,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""trigger"":""meditation"",""action"":""silence""}",30522,0.25,0.25,,E-wrong-params,noisy<0.5
main_en,pipeline,Qwen3 1.7B,13,Set brightness for reading,contextual,said rightness for reading.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":70}",{},32479,0.5,0.5,"No tool calls generated; raw: ""I'll create a rule that activates when you're reading. Here's how you can do it:

1. **Set Screen Brightness** to 70% for reading.
2. **Enable DND** (Do Not Disturb) for when you're reading.

Let me know if you want to add more actions!""",A-asked-permission,noisy<0.5
main_en,pipeline,Qwen3 1.7B,15,Torch off please,direct,Dorch of please.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},26822,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I'm sorry, but I can't understand what you're asking for. Could you please rephrase your request?""",A-asked-permission,destroyed>=0.5
main_en,pipeline,Qwen3 1.7B,16,Make screen brighter,direct,Mix green brighter.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":70}",26599,0.6666666666666666,0.6666666666666666,,E-wrong-params,destroyed>=0.5
main_en,pipeline,Qwen3 1.7B,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,0,0,setScreenBrightness,createRule,"{""brightnessPercent"":10}","{""trigger"":""sleeping"",""action"":""mute in class""}",65698,0.25,0.25,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3 1.7B,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,1,0,createRule,createRule,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""trigger"":""church"",""action"":""quiet mode""}",28397,0.1666666666666666,0.1666666666666666,,E-wrong-params,noisy<0.5
main_en,pipeline,Qwen3 1.7B,20,Brighten screen,direct,Brightens screen.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":70}",25640,0.5,0.5,,E-wrong-params,noisy<0.5
